path,label
/media/Data1/msad_dataset/vitl/rgb/Explosion/Explosion_10__3.npy,Explosion
/media/Data1/msad_dataset/vitl/rgb/Explosion/Explosion_10__4.npy,Explosion
/media/Data1/msad_dataset/vitl/rgb/Explosion/Explosion_10__5.npy,Explosion
/media/Data1/msad_dataset/vitl/rgb/Explosion/Explosion_10__6.npy,Explosion
/media/Data1/msad_dataset/vitl/rgb/Explosion/Explosion_10__7.npy,Explosion
/media/Data1/msad_dataset/vitl/rgb/Explosion/Explosion_10__8.npy,Explosion
/media/Data1/msad_dataset/vitl/rgb/Explosion/Explosion_10__9.npy,Explosion
/media/Data1/msad_dataset/vitl/rgb/Explosion/Explosion_12__0.npy,Explosion
/media/Data1/msad_dataset/vitl/rgb/Explosion/Explosion_12__1.npy,Explosion
/media/Data1/msad_dataset/vitl/rgb/Explosion/Explosion_12__2.npy,Explosion
/media/Data1/msad_dataset/vitl/rgb/Explosion/Explosion_12__3.npy,Explosion
/media/Data1/msad_dataset/vitl/rgb/Explosion/Explosion_12__4.npy,Explosion
/media/Data1/msad_dataset/vitl/rgb/Explosion/Explosion_12__5.npy,Explosion
/media/Data1/msad_dataset/vitl/rgb/Explosion/Explosion_12__6.npy,Explosion
/media/Data1/msad_dataset/vitl/rgb/Explosion/Explosion_12__7.npy,Explosion
/media/Data1/msad_dataset/vitl/rgb/Explosion/Explosion_12__8.npy,Explosion
/media/Data1/msad_dataset/vitl/rgb/Explosion/Explosion_12__9.npy,Explosion
/media/Data1/msad_dataset/vitl/rgb/Explosion/Explosion_14__0.npy,Explosion
/media/Data1/msad_dataset/vitl/rgb/Explosion/Explosion_14__1.npy,Explosion
/media/Data1/msad_dataset/vitl/rgb/Explosion/Explosion_14__2.npy,Explosion
/media/Data1/msad_dataset/vitl/rgb/Explosion/Explosion_14__3.npy,Explosion
/media/Data1/msad_dataset/vitl/rgb/Explosion/Explosion_14__4.npy,Explosion
/media/Data1/msad_dataset/vitl/rgb/Explosion/Explosion_14__5.npy,Explosion
/media/Data1/msad_dataset/vitl/rgb/Explosion/Explosion_14__6.npy,Explosion
/media/Data1/msad_dataset/vitl/rgb/Explosion/Explosion_14__7.npy,Explosion
/media/Data1/msad_dataset/vitl/rgb/Explosion/Explosion_14__8.npy,Explosion
/media/Data1/msad_dataset/vitl/rgb/Explosion/Explosion_14__9.npy,Explosion
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_1__0.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_1__1.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_1__2.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_1__3.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_1__4.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_1__5.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_1__6.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_1__7.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_1__8.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_1__9.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_2__0.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_2__1.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_2__2.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_2__3.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_2__4.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_2__5.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_2__6.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_2__7.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_2__8.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_2__9.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_5__0.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_5__1.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_5__2.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_5__3.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_5__4.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_5__5.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_5__6.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_5__7.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_5__8.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_5__9.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_6__0.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_6__1.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_6__2.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_6__3.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_6__4.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_6__5.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_6__6.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_6__7.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_6__8.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_6__9.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_8__0.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_8__1.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_8__2.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_8__3.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_8__4.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_8__5.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_8__6.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_8__7.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_8__8.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_8__9.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_9__0.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_9__1.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_9__2.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_9__3.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_9__4.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_9__5.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_9__6.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_9__7.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_9__8.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_9__9.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_11__0.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_11__1.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_11__2.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_11__3.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_11__4.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_11__5.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_11__6.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_11__7.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_11__8.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fighting/Fighting_11__9.npy,Fighting
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_1__0.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_1__1.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_1__2.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_1__3.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_1__4.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_1__5.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_1__6.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_1__7.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_1__8.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_1__9.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_3__0.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_3__1.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_3__2.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_3__3.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_3__4.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_3__5.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_3__6.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_3__7.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_3__8.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_3__9.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_5__0.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_5__1.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_5__2.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_5__3.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_5__4.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_5__5.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_5__6.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_5__7.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_5__8.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_5__9.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_7__0.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_7__1.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_7__2.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_7__3.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_7__4.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_7__5.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_7__6.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_7__7.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_7__8.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_7__9.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_9__0.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_9__1.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_9__2.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_9__3.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_9__4.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_9__5.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_9__6.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_9__7.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_9__8.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_9__9.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_10__0.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_10__1.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_10__2.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_10__3.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_10__4.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_10__5.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_10__6.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_10__7.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_10__8.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_10__9.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_13__0.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_13__1.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_13__2.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_13__3.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_13__4.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_13__5.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_13__6.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_13__7.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_13__8.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_13__9.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_14__0.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_14__1.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_14__2.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_14__3.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_14__4.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_14__5.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_14__6.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_14__7.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_14__8.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_14__9.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_17__0.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_17__1.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_17__2.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_17__3.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_17__4.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_17__5.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_17__6.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_17__7.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_17__8.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_17__9.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_18__0.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_18__1.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_18__2.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_18__3.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_18__4.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_18__5.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_18__6.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_18__7.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_18__8.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_18__9.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_19__0.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_19__1.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_19__2.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_19__3.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_19__4.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_19__5.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_19__6.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_19__7.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_19__8.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_19__9.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_23__0.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_23__1.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_23__2.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_23__3.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_23__4.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_23__5.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_23__6.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_23__7.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_23__8.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_23__9.npy,Fire
/media/Data1/msad_dataset/vitl/rgb/Fire/Fire_25__0.npy,Fire
