path,label
/media/Data1/shang_dataset/vitl/rgb/circuit/03_0036__5.npy,circuit
/media/Data1/shang_dataset/vitl/rgb/circuit/03_0036__6.npy,circuit
/media/Data1/shang_dataset/vitl/rgb/circuit/03_0036__7.npy,circuit
/media/Data1/shang_dataset/vitl/rgb/circuit/03_0036__8.npy,circuit
/media/Data1/shang_dataset/vitl/rgb/circuit/03_0036__9.npy,circuit
/media/Data1/shang_dataset/vitl/rgb/circuit/04_0010__0.npy,circuit
/media/Data1/shang_dataset/vitl/rgb/circuit/04_0010__1.npy,circuit
/media/Data1/shang_dataset/vitl/rgb/circuit/04_0010__2.npy,circuit
/media/Data1/shang_dataset/vitl/rgb/circuit/04_0010__3.npy,circuit
/media/Data1/shang_dataset/vitl/rgb/circuit/04_0010__4.npy,circuit
/media/Data1/shang_dataset/vitl/rgb/circuit/04_0010__5.npy,circuit
/media/Data1/shang_dataset/vitl/rgb/circuit/04_0010__6.npy,circuit
/media/Data1/shang_dataset/vitl/rgb/circuit/04_0010__7.npy,circuit
/media/Data1/shang_dataset/vitl/rgb/circuit/04_0010__8.npy,circuit
/media/Data1/shang_dataset/vitl/rgb/circuit/04_0010__9.npy,circuit
/media/Data1/shang_dataset/vitl/rgb/fighting/01_0026__0.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/01_0026__1.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/01_0026__2.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/01_0026__3.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/01_0026__4.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/01_0026__5.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/01_0026__6.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/01_0026__7.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/01_0026__8.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/01_0026__9.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/03_0060__0.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/03_0060__1.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/03_0060__2.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/03_0060__3.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/03_0060__4.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/03_0060__5.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/03_0060__6.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/03_0060__7.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/03_0060__8.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/03_0060__9.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/07_0047__0.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/07_0047__1.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/07_0047__2.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/07_0047__3.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/07_0047__4.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/07_0047__5.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/07_0047__6.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/07_0047__7.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/07_0047__8.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/07_0047__9.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/07_0049__0.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/07_0049__1.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/07_0049__2.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/07_0049__3.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/07_0049__4.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/07_0049__5.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/07_0049__6.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/07_0049__7.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/07_0049__8.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/fighting/07_0049__9.npy,fighting
/media/Data1/shang_dataset/vitl/rgb/hurdle/05_0020__0.npy,hurdle
/media/Data1/shang_dataset/vitl/rgb/hurdle/05_0020__1.npy,hurdle
/media/Data1/shang_dataset/vitl/rgb/hurdle/05_0020__2.npy,hurdle
/media/Data1/shang_dataset/vitl/rgb/hurdle/05_0020__3.npy,hurdle
/media/Data1/shang_dataset/vitl/rgb/hurdle/05_0020__4.npy,hurdle
/media/Data1/shang_dataset/vitl/rgb/hurdle/05_0020__5.npy,hurdle
/media/Data1/shang_dataset/vitl/rgb/hurdle/05_0020__6.npy,hurdle
/media/Data1/shang_dataset/vitl/rgb/hurdle/05_0020__7.npy,hurdle
/media/Data1/shang_dataset/vitl/rgb/hurdle/05_0020__8.npy,hurdle
/media/Data1/shang_dataset/vitl/rgb/hurdle/05_0020__9.npy,hurdle
/media/Data1/shang_dataset/vitl/rgb/hurdle/05_0021__0.npy,hurdle
/media/Data1/shang_dataset/vitl/rgb/hurdle/05_0021__1.npy,hurdle
/media/Data1/shang_dataset/vitl/rgb/hurdle/05_0021__2.npy,hurdle
/media/Data1/shang_dataset/vitl/rgb/hurdle/05_0021__3.npy,hurdle
/media/Data1/shang_dataset/vitl/rgb/hurdle/05_0021__4.npy,hurdle
/media/Data1/shang_dataset/vitl/rgb/hurdle/05_0021__5.npy,hurdle
/media/Data1/shang_dataset/vitl/rgb/hurdle/05_0021__6.npy,hurdle
/media/Data1/shang_dataset/vitl/rgb/hurdle/05_0021__7.npy,hurdle
/media/Data1/shang_dataset/vitl/rgb/hurdle/05_0021__8.npy,hurdle
/media/Data1/shang_dataset/vitl/rgb/hurdle/05_0021__9.npy,hurdle
/media/Data1/shang_dataset/vitl/rgb/jumping/03_0041__0.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/03_0041__1.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/03_0041__2.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/03_0041__3.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/03_0041__4.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/03_0041__5.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/03_0041__6.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/03_0041__7.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/03_0041__8.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/03_0041__9.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/04_0013__0.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/04_0013__1.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/04_0013__2.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/04_0013__3.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/04_0013__4.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/04_0013__5.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/04_0013__6.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/04_0013__7.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/04_0013__8.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/04_0013__9.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/05_0023__0.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/05_0023__1.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/05_0023__2.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/05_0023__3.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/05_0023__4.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/05_0023__5.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/05_0023__6.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/05_0023__7.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/05_0023__8.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/05_0023__9.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/07_0009__0.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/07_0009__1.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/07_0009__2.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/07_0009__3.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/07_0009__4.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/07_0009__5.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/07_0009__6.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/07_0009__7.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/07_0009__8.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/jumping/07_0009__9.npy,jumping
/media/Data1/shang_dataset/vitl/rgb/normal/01_002__0.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_002__1.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_002__2.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_002__3.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_002__4.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_002__5.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_002__6.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_002__7.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_002__8.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_002__9.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_003__0.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_003__1.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_003__2.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_003__3.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_003__4.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_003__5.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_003__6.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_003__7.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_003__8.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_003__9.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_005__0.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_005__1.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_005__2.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_005__3.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_005__4.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_005__5.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_005__6.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_005__7.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_005__8.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_005__9.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_007__0.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_007__1.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_007__2.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_007__3.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_007__4.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_007__5.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_007__6.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_007__7.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_007__8.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_007__9.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_009__0.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_009__1.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_009__2.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_009__3.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_009__4.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_009__5.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_009__6.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_009__7.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_009__8.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_009__9.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_010__0.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_010__1.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_010__2.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_010__3.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_010__4.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_010__5.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_010__6.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_010__7.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_010__8.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_010__9.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_011__0.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_011__1.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_011__2.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_011__3.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_011__4.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_011__5.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_011__6.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_011__7.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_011__8.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_011__9.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_013__0.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_013__1.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_013__2.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_013__3.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_013__4.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_013__5.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_013__6.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_013__7.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_013__8.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_013__9.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_014__0.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_014__1.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_014__2.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_014__3.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_014__4.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_014__5.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_014__6.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_014__7.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_014__8.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_014__9.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_015__0.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_015__1.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_015__2.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_015__3.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_015__4.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_015__5.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_015__6.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_015__7.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_015__8.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_015__9.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_016__0.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_016__1.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_016__2.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_016__3.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_016__4.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_016__5.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_016__6.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_016__7.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_016__8.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_016__9.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_017__0.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_017__1.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_017__2.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_017__3.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_017__4.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_017__5.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_017__6.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_017__7.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_017__8.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_017__9.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_019__0.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_019__1.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_019__2.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_019__3.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_019__4.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_019__5.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_019__6.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_019__7.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_019__8.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_019__9.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_020__0.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_020__1.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_020__2.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_020__3.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_020__4.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_020__5.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_020__6.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_020__7.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_020__8.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_020__9.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_022__0.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_022__1.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_022__2.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_022__3.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_022__4.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_022__5.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_022__6.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_022__7.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_022__8.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_022__9.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_023__0.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_023__1.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_023__2.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_023__3.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_023__4.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_023__5.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_023__6.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_023__7.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_023__8.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_023__9.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_024__0.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_024__1.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_024__2.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_024__3.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_024__4.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_024__5.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_024__6.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_024__7.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_024__8.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_024__9.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_025__0.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_025__1.npy,normal
/media/Data1/shang_dataset/vitl/rgb/normal/01_025__2.npy,normal
